Type,X,Y,Service Time ,Early,Latest,Demand,Origin/Dest,Deadline,FE Cap,SE Cap
0,50,100,0,,,,,,75,10
1,69,46,15,,,,,,,
1,74,26,15,,,,,,,
3,4,22,5,300.0,600.0,4.0,1.0,9999.0,,
2,96,43,5,0.0,300.0,3.0,1.0,9999.0,,
2,44,78,5,300.0,600.0,2.0,1.0,9999.0,,
3,94,71,5,420.0,540.0,2.0,1.0,9999.0,,
2,98,0,5,300.0,600.0,1.0,1.0,9999.0,,
2,98,5,5,0.0,300.0,4.0,1.0,9999.0,,
3,72,64,5,0.0,300.0,4.0,1.0,9999.0,,
2,48,51,5,0.0,300.0,3.0,1.0,9999.0,,
3,48,51,5,0.0,300.0,1.0,1.0,9999.0,,
2,60,97,5,300.0,420.0,2.0,1.0,9999.0,,
2,51,15,5,300.0,600.0,4.0,1.0,9999.0,,
2,59,89,5,60.0,180.0,4.0,1.0,9999.0,,
2,45,73,5,0.0,300.0,2.0,1.0,9999.0,,
3,45,73,5,0.0,300.0,1.0,1.0,9999.0,,
3,98,8,5,420.0,540.0,2.0,1.0,9999.0,,
2,78,96,5,0.0,300.0,1.0,1.0,9999.0,,
2,28,2,5,300.0,420.0,3.0,1.0,9999.0,,
2,83,67,5,180.0,300.0,4.0,1.0,9999.0,,
3,45,52,5,300.0,600.0,4.0,1.0,9999.0,,
2,77,46,5,300.0,420.0,1.0,1.0,9999.0,,
2,68,52,5,300.0,600.0,2.0,1.0,9999.0,,
2,78,2,5,0.0,300.0,2.0,1.0,9999.0,,
3,86,44,5,0.0,300.0,1.0,1.0,9999.0,,
2,0,54,5,300.0,600.0,3.0,1.0,9999.0,,
3,92,92,5,0.0,300.0,2.0,1.0,9999.0,,
3,6,61,5,300.0,600.0,4.0,1.0,9999.0,,
2,81,88,5,300.0,600.0,4.0,1.0,9999.0,,
2,60,9,5,0.0,300.0,1.0,1.0,9999.0,,
3,60,9,5,0.0,300.0,4.0,1.0,9999.0,,
2,100,19,5,0.0,300.0,4.0,1.0,9999.0,,
3,7,32,5,300.0,600.0,3.0,1.0,9999.0,,
3,5,29,5,300.0,600.0,2.0,1.0,9999.0,,
2,29,53,5,300.0,600.0,3.0,1.0,9999.0,,
2,8,18,5,300.0,600.0,4.0,1.0,9999.0,,
2,79,86,5,300.0,600.0,1.0,1.0,9999.0,,
2,14,90,5,60.0,180.0,4.0,1.0,9999.0,,
2,8,10,5,300.0,420.0,1.0,1.0,9999.0,,
3,8,10,5,300.0,420.0,1.0,1.0,9999.0,,
2,72,70,5,420.0,540.0,4.0,1.0,9999.0,,
3,73,31,5,300.0,420.0,1.0,1.0,9999.0,,
2,69,86,5,0.0,300.0,2.0,1.0,9999.0,,
3,69,86,5,0.0,300.0,4.0,1.0,9999.0,,
