Type,X,Y,Service Time ,Early,Latest,Demand,Origin/Dest,Deadline,FE Cap,SE Cap
0,50,100,0,,,,,,75,10
1,27,75,15,,,,,,,
1,54,47,15,,,,,,,
1,59,23,15,,,,,,,
1,23,46,15,,,,,,,
2,89,52,5,300.0,600.0,4.0,1.0,9999.0,,
3,89,52,5,300.0,600.0,2.0,1.0,9999.0,,
3,35,34,5,0.0,300.0,4.0,1.0,9999.0,,
2,62,47,5,0.0,300.0,2.0,1.0,9999.0,,
2,11,89,5,300.0,600.0,1.0,1.0,9999.0,,
2,10,79,5,300.0,600.0,3.0,1.0,9999.0,,
3,10,79,5,300.0,600.0,4.0,1.0,9999.0,,
2,42,53,5,300.0,600.0,2.0,1.0,9999.0,,
3,42,53,5,300.0,600.0,4.0,1.0,9999.0,,
2,37,75,5,0.0,300.0,3.0,1.0,9999.0,,
3,42,22,5,300.0,600.0,2.0,1.0,9999.0,,
2,86,2,5,180.0,300.0,4.0,1.0,9999.0,,
3,86,2,5,180.0,300.0,4.0,1.0,9999.0,,
3,83,13,5,60.0,180.0,1.0,1.0,9999.0,,
2,14,80,5,300.0,600.0,3.0,1.0,9999.0,,
2,59,13,5,180.0,300.0,1.0,1.0,9999.0,,
2,63,87,5,300.0,600.0,3.0,1.0,9999.0,,
2,87,0,5,300.0,600.0,4.0,1.0,9999.0,,
3,90,35,5,300.0,600.0,4.0,1.0,9999.0,,
3,94,26,5,420.0,540.0,3.0,1.0,9999.0,,
2,80,24,5,0.0,300.0,1.0,1.0,9999.0,,
3,80,24,5,0.0,300.0,1.0,1.0,9999.0,,
3,76,6,5,300.0,600.0,4.0,1.0,9999.0,,
2,12,27,5,300.0,600.0,1.0,1.0,9999.0,,
2,45,61,5,300.0,600.0,2.0,1.0,9999.0,,
3,79,4,5,300.0,600.0,2.0,1.0,9999.0,,
2,36,83,5,300.0,600.0,2.0,1.0,9999.0,,
3,36,83,5,300.0,600.0,2.0,1.0,9999.0,,
3,51,79,5,300.0,600.0,4.0,1.0,9999.0,,
2,72,87,5,180.0,300.0,4.0,1.0,9999.0,,
2,86,33,5,0.0,300.0,1.0,1.0,9999.0,,
