Type,X,Y,Service Time ,Early,Latest,Demand,Origin/Dest,Deadline,FE Cap,SE Cap
0,50,100,0,,,,,,75.0,10.0
1,47,61,15,,,,,,,
1,42,31,15,,,,,,,
1,56,26,15,,,,,,,
1,75,28,15,,,,,,,
1,35,20,15,,,,,,,
1,24,48,15,,,,,,,
1,20,28,15,,,,,,,
1,28,78,15,,,,,,,
2,50,30,5,420.0,540.0,2.0,1.0,9999.0,,
2,79,86,5,300.0,600.0,1.0,1.0,9999.0,,
2,82,53,5,300.0,600.0,2.0,1.0,9999.0,,
2,3,22,5,300.0,600.0,1.0,1.0,9999.0,,
2,39,17,5,0.0,300.0,3.0,1.0,9999.0,,
3,39,17,5,0.0,300.0,4.0,1.0,720.0,,
2,99,60,5,300.0,600.0,1.0,1.0,9999.0,,
2,67,95,5,180.0,300.0,1.0,1.0,9999.0,,
3,67,95,5,180.0,300.0,4.0,1.0,720.0,,
2,98,3,5,300.0,420.0,1.0,1.0,9999.0,,
3,43,55,5,0.0,300.0,1.0,1.0,840.0,,
3,35,6,5,0.0,300.0,4.0,1.0,840.0,,
2,52,28,5,60.0,180.0,2.0,1.0,9999.0,,
3,52,28,5,60.0,180.0,3.0,1.0,600.0,,
2,55,31,5,300.0,600.0,2.0,1.0,9999.0,,
2,41,20,5,300.0,600.0,2.0,1.0,9999.0,,
2,54,79,5,300.0,420.0,1.0,1.0,9999.0,,
3,54,79,5,300.0,420.0,2.0,1.0,840.0,,
3,80,68,5,420.0,540.0,4.0,1.0,840.0,,
2,48,16,5,0.0,300.0,3.0,1.0,9999.0,,
2,18,59,5,0.0,300.0,1.0,1.0,9999.0,,
3,18,59,5,0.0,300.0,2.0,1.0,840.0,,
2,83,51,5,300.0,600.0,1.0,1.0,9999.0,,
3,75,70,5,300.0,420.0,2.0,1.0,720.0,,
2,64,39,5,0.0,300.0,2.0,1.0,9999.0,,
2,1,47,5,300.0,600.0,1.0,1.0,9999.0,,
3,6,74,5,300.0,600.0,1.0,1.0,840.0,,
2,21,84,5,0.0,300.0,2.0,1.0,9999.0,,
3,21,84,5,0.0,300.0,3.0,1.0,480.0,,
2,52,4,5,0.0,300.0,3.0,1.0,9999.0,,
2,61,97,5,0.0,300.0,2.0,1.0,9999.0,,
2,88,85,5,300.0,600.0,1.0,1.0,9999.0,,
3,56,49,5,0.0,300.0,1.0,1.0,840.0,,
2,32,36,5,300.0,600.0,2.0,1.0,9999.0,,
2,8,21,5,420.0,540.0,2.0,1.0,9999.0,,
3,8,21,5,420.0,540.0,2.0,1.0,840.0,,
3,55,21,5,60.0,180.0,4.0,1.0,720.0,,
2,46,99,5,300.0,420.0,1.0,1.0,9999.0,,
3,46,74,5,180.0,300.0,2.0,1.0,840.0,,
2,8,0,5,0.0,300.0,3.0,1.0,9999.0,,
3,8,0,5,0.0,300.0,1.0,1.0,840.0,,
3,5,59,5,300.0,600.0,2.0,1.0,840.0,,
2,35,41,5,300.0,420.0,1.0,1.0,9999.0,,
2,46,37,5,300.0,600.0,2.0,1.0,9999.0,,
3,46,37,5,300.0,600.0,2.0,1.0,840.0,,
2,81,15,5,0.0,300.0,3.0,1.0,9999.0,,
2,45,21,5,300.0,600.0,2.0,1.0,9999.0,,
2,1,33,5,180.0,300.0,2.0,1.0,9999.0,,
3,34,71,5,0.0,300.0,3.0,1.0,840.0,,
2,3,95,5,0.0,300.0,3.0,1.0,9999.0,,
2,51,1,5,300.0,600.0,4.0,1.0,9999.0,,
2,71,28,5,0.0,300.0,2.0,1.0,9999.0,,
3,71,28,5,0.0,300.0,2.0,1.0,720.0,,
2,100,2,5,300.0,600.0,3.0,1.0,9999.0,,
2,1,18,5,300.0,600.0,2.0,1.0,9999.0,,
3,39,12,5,180.0,300.0,2.0,1.0,840.0,,
2,81,14,5,300.0,600.0,2.0,1.0,9999.0,,
3,81,14,5,300.0,600.0,4.0,1.0,840.0,,
3,65,18,5,300.0,600.0,3.0,1.0,720.0,,
3,23,8,5,300.0,600.0,4.0,1.0,840.0,,
2,25,4,5,0.0,300.0,1.0,1.0,9999.0,,
3,25,4,5,0.0,300.0,2.0,1.0,480.0,,
2,55,1,5,0.0,300.0,3.0,1.0,9999.0,,
3,55,1,5,0.0,300.0,4.0,1.0,720.0,,
2,87,36,5,0.0,300.0,2.0,1.0,9999.0,,
2,63,47,5,180.0,300.0,3.0,1.0,9999.0,,
2,80,54,5,300.0,600.0,3.0,1.0,9999.0,,
2,19,25,5,300.0,600.0,2.0,1.0,9999.0,,
3,19,25,5,300.0,600.0,1.0,1.0,840.0,,
2,97,63,5,300.0,600.0,1.0,1.0,9999.0,,
2,18,11,5,60.0,180.0,1.0,1.0,9999.0,,
2,7,14,5,0.0,300.0,2.0,1.0,9999.0,,
2,80,19,5,420.0,540.0,1.0,1.0,9999.0,,
2,87,59,5,180.0,300.0,1.0,1.0,9999.0,,
3,87,59,5,180.0,300.0,1.0,1.0,720.0,,
2,37,31,5,300.0,420.0,1.0,1.0,9999.0,,
3,37,31,5,300.0,420.0,2.0,1.0,840.0,,
3,15,21,5,300.0,600.0,4.0,1.0,840.0,,
3,83,24,5,60.0,180.0,1.0,1.0,480.0,,
2,45,90,5,0.0,300.0,2.0,1.0,9999.0,,
2,67,40,5,300.0,600.0,3.0,1.0,9999.0,,
2,48,65,5,0.0,300.0,3.0,1.0,9999.0,,
2,51,0,5,0.0,300.0,2.0,1.0,9999.0,,
3,51,0,5,0.0,300.0,4.0,1.0,840.0,,
2,7,93,5,0.0,300.0,3.0,1.0,9999.0,,
3,7,93,5,0.0,300.0,1.0,1.0,420.0,,
3,63,25,5,0.0,300.0,2.0,1.0,720.0,,
2,27,28,5,300.0,600.0,1.0,1.0,9999.0,,
2,18,36,5,0.0,300.0,4.0,1.0,9999.0,,
2,54,97,5,180.0,300.0,4.0,1.0,9999.0,,
3,54,97,5,180.0,300.0,3.0,1.0,720.0,,
2,58,94,5,420.0,540.0,2.0,1.0,9999.0,,
3,16,89,5,300.0,600.0,4.0,1.0,840.0,,
2,30,64,5,0.0,300.0,3.0,1.0,9999.0,,
2,36,96,5,180.0,300.0,4.0,1.0,9999.0,,
2,22,3,5,0.0,300.0,3.0,1.0,9999.0,,
