Type,X,Y,Service Time ,Early,Latest,Demand,Origin/Dest,Deadline,FE Cap,SE Cap
0,50,100,0,,,,,,75.0,10.0
1,49,55,15,,,,,,,
1,32,59,15,,,,,,,
1,65,50,15,,,,,,,
1,67,75,15,,,,,,,
1,48,27,15,,,,,,,
1,53,66,15,,,,,,,
1,75,26,15,,,,,,,
1,80,65,15,,,,,,,
3,49,73,5,300.0,600.0,2.0,1.0,840.0,,
2,3,57,5,300.0,420.0,3.0,1.0,9999.0,,
3,58,68,5,300.0,420.0,3.0,1.0,720.0,,
2,30,57,5,180.0,300.0,3.0,1.0,9999.0,,
3,30,57,5,180.0,300.0,1.0,1.0,720.0,,
2,23,99,5,180.0,300.0,1.0,1.0,9999.0,,
2,34,82,5,0.0,300.0,3.0,1.0,9999.0,,
3,90,87,5,60.0,180.0,4.0,1.0,600.0,,
2,23,55,5,60.0,180.0,4.0,1.0,9999.0,,
3,23,55,5,60.0,180.0,3.0,1.0,720.0,,
2,77,13,5,180.0,300.0,4.0,1.0,9999.0,,
2,38,66,5,300.0,600.0,1.0,1.0,9999.0,,
2,67,67,5,420.0,540.0,1.0,1.0,9999.0,,
3,81,90,5,0.0,300.0,4.0,1.0,480.0,,
2,93,94,5,0.0,300.0,1.0,1.0,9999.0,,
2,82,74,5,300.0,600.0,4.0,1.0,9999.0,,
3,27,20,5,0.0,300.0,4.0,1.0,720.0,,
2,14,15,5,0.0,300.0,1.0,1.0,9999.0,,
2,74,14,5,0.0,300.0,3.0,1.0,9999.0,,
3,35,89,5,300.0,600.0,1.0,1.0,720.0,,
3,9,96,5,300.0,600.0,2.0,1.0,840.0,,
2,55,49,5,300.0,600.0,4.0,1.0,9999.0,,
2,69,24,5,0.0,300.0,3.0,1.0,9999.0,,
2,42,51,5,180.0,300.0,1.0,1.0,9999.0,,
3,42,51,5,180.0,300.0,4.0,1.0,480.0,,
2,18,85,5,300.0,420.0,2.0,1.0,9999.0,,
2,19,32,5,300.0,420.0,3.0,1.0,9999.0,,
2,55,51,5,180.0,300.0,3.0,1.0,9999.0,,
2,63,3,5,300.0,600.0,1.0,1.0,9999.0,,
2,71,36,5,180.0,300.0,4.0,1.0,9999.0,,
2,92,98,5,300.0,600.0,2.0,1.0,9999.0,,
2,16,82,5,300.0,600.0,1.0,1.0,9999.0,,
2,79,1,5,300.0,600.0,4.0,1.0,9999.0,,
3,36,36,5,180.0,300.0,1.0,1.0,720.0,,
3,5,1,5,0.0,300.0,2.0,1.0,420.0,,
3,54,96,5,300.0,600.0,2.0,1.0,840.0,,
2,9,88,5,0.0,300.0,2.0,1.0,9999.0,,
2,71,33,5,300.0,600.0,1.0,1.0,9999.0,,
2,50,7,5,180.0,300.0,1.0,1.0,9999.0,,
3,54,79,5,300.0,600.0,3.0,1.0,840.0,,
2,34,48,5,0.0,300.0,1.0,1.0,9999.0,,
2,48,16,5,60.0,180.0,1.0,1.0,9999.0,,
3,48,16,5,60.0,180.0,1.0,1.0,420.0,,
3,84,75,5,300.0,600.0,4.0,1.0,840.0,,
2,82,58,5,180.0,300.0,2.0,1.0,9999.0,,
3,82,58,5,180.0,300.0,4.0,1.0,720.0,,
2,68,72,5,60.0,180.0,3.0,1.0,9999.0,,
3,86,41,5,300.0,600.0,4.0,1.0,840.0,,
2,34,63,5,300.0,600.0,1.0,1.0,9999.0,,
3,34,63,5,300.0,600.0,2.0,1.0,720.0,,
2,61,8,5,0.0,300.0,4.0,1.0,9999.0,,
3,61,8,5,0.0,300.0,4.0,1.0,420.0,,
2,7,37,5,300.0,600.0,2.0,1.0,9999.0,,
2,76,48,5,60.0,180.0,3.0,1.0,9999.0,,
2,41,66,5,300.0,600.0,4.0,1.0,9999.0,,
3,41,66,5,300.0,600.0,4.0,1.0,840.0,,
3,85,67,5,420.0,540.0,3.0,1.0,840.0,,
2,49,12,5,0.0,300.0,2.0,1.0,9999.0,,
2,69,20,5,300.0,420.0,4.0,1.0,9999.0,,
2,99,69,5,300.0,600.0,3.0,1.0,9999.0,,
3,99,69,5,300.0,600.0,4.0,1.0,840.0,,
3,35,95,5,300.0,600.0,4.0,1.0,720.0,,
2,81,87,5,300.0,600.0,2.0,1.0,9999.0,,
2,2,61,5,180.0,300.0,1.0,1.0,9999.0,,
3,2,61,5,180.0,300.0,3.0,1.0,480.0,,
2,37,36,5,300.0,600.0,4.0,1.0,9999.0,,
