Type,X,Y,Service Time ,Early,Latest,Demand,Origin/Dest,Deadline,FE Cap,SE Cap
0,50,100,0,,,,,,75.0,10.0
1,20,54,15,,,,,,,
1,65,43,15,,,,,,,
2,30,45,5,300.0,420.0,2.0,1.0,9999.0,,
3,20,45,5,300.0,600.0,4.0,1.0,840.0,,
2,5,83,5,300.0,600.0,3.0,1.0,9999.0,,
2,98,49,5,300.0,420.0,4.0,1.0,9999.0,,
2,6,30,5,300.0,600.0,1.0,1.0,9999.0,,
3,6,30,5,300.0,600.0,1.0,1.0,840.0,,
3,77,14,5,0.0,300.0,3.0,1.0,840.0,,
2,27,13,5,300.0,600.0,1.0,1.0,9999.0,,
3,27,13,5,300.0,600.0,4.0,1.0,720.0,,
2,87,57,5,300.0,600.0,2.0,1.0,9999.0,,
2,72,7,5,300.0,600.0,1.0,1.0,9999.0,,
2,16,60,5,0.0,300.0,3.0,1.0,9999.0,,
2,17,50,5,420.0,540.0,2.0,1.0,9999.0,,
3,17,50,5,420.0,540.0,4.0,1.0,840.0,,
2,88,38,5,300.0,600.0,1.0,1.0,9999.0,,
2,88,93,5,180.0,300.0,4.0,1.0,9999.0,,
3,27,37,5,420.0,540.0,4.0,1.0,840.0,,
2,56,59,5,60.0,180.0,2.0,1.0,9999.0,,
2,0,66,5,300.0,600.0,4.0,1.0,9999.0,,
2,47,85,5,0.0,300.0,4.0,1.0,9999.0,,
2,55,18,5,60.0,180.0,3.0,1.0,9999.0,,
2,95,93,5,300.0,600.0,2.0,1.0,9999.0,,
3,95,93,5,300.0,600.0,1.0,1.0,840.0,,
2,98,75,5,0.0,300.0,3.0,1.0,9999.0,,
2,69,32,5,0.0,300.0,2.0,1.0,9999.0,,
3,69,32,5,0.0,300.0,2.0,1.0,720.0,,
2,10,13,5,180.0,300.0,3.0,1.0,9999.0,,
2,94,51,5,60.0,180.0,4.0,1.0,9999.0,,
2,27,25,5,420.0,540.0,3.0,1.0,9999.0,,
2,9,16,5,0.0,300.0,1.0,1.0,9999.0,,
2,98,52,5,300.0,600.0,4.0,1.0,9999.0,,
3,98,52,5,300.0,600.0,2.0,1.0,840.0,,
2,84,40,5,60.0,180.0,3.0,1.0,9999.0,,
2,19,83,5,180.0,300.0,2.0,1.0,9999.0,,
3,19,83,5,180.0,300.0,2.0,1.0,420.0,,
2,6,38,5,300.0,420.0,3.0,1.0,9999.0,,
3,6,38,5,300.0,420.0,4.0,1.0,840.0,,
2,54,57,5,60.0,180.0,3.0,1.0,9999.0,,
3,54,57,5,60.0,180.0,2.0,1.0,480.0,,
3,94,66,5,420.0,540.0,2.0,1.0,840.0,,
2,86,19,5,300.0,420.0,1.0,1.0,9999.0,,
3,86,19,5,300.0,420.0,2.0,1.0,840.0,,
2,27,12,5,300.0,600.0,1.0,1.0,9999.0,,
3,27,12,5,300.0,600.0,4.0,1.0,840.0,,
3,37,80,5,0.0,300.0,3.0,1.0,480.0,,
2,7,61,5,300.0,600.0,4.0,1.0,9999.0,,
3,52,43,5,0.0,300.0,4.0,1.0,420.0,,
2,99,95,5,180.0,300.0,2.0,1.0,9999.0,,
3,99,95,5,180.0,300.0,4.0,1.0,840.0,,
3,58,14,5,180.0,300.0,1.0,1.0,840.0,,
2,51,82,5,180.0,300.0,1.0,1.0,9999.0,,
2,18,34,5,300.0,600.0,3.0,1.0,9999.0,,
