Type,X,Y,Service Time ,Early,Latest,Demand,Origin/Dest,Deadline,FE Cap,SE Cap
0,50,100,0,,,,,,75.0,10.0
1,47,75,15,,,,,,,
1,52,33,15,,,,,,,
1,78,60,15,,,,,,,
1,22,27,15,,,,,,,
2,19,47,5,300.0,600.0,1.0,1.0,9999.0,,
2,12,1,5,0.0,300.0,2.0,1.0,9999.0,,
3,12,1,5,0.0,300.0,1.0,1.0,480.0,,
2,9,68,5,420.0,540.0,4.0,1.0,9999.0,,
3,9,68,5,420.0,540.0,3.0,1.0,720.0,,
3,35,14,5,300.0,600.0,1.0,1.0,840.0,,
2,9,51,5,0.0,300.0,3.0,1.0,9999.0,,
3,70,47,5,0.0,300.0,4.0,1.0,480.0,,
3,70,50,5,0.0,300.0,4.0,1.0,420.0,,
3,51,60,5,300.0,600.0,1.0,1.0,840.0,,
2,65,79,5,300.0,420.0,4.0,1.0,9999.0,,
2,51,49,5,0.0,300.0,4.0,1.0,9999.0,,
2,86,8,5,0.0,300.0,2.0,1.0,9999.0,,
3,82,66,5,0.0,300.0,1.0,1.0,420.0,,
2,26,29,5,300.0,420.0,4.0,1.0,9999.0,,
2,7,25,5,420.0,540.0,1.0,1.0,9999.0,,
2,42,19,5,300.0,600.0,4.0,1.0,9999.0,,
3,42,19,5,300.0,600.0,4.0,1.0,840.0,,
2,89,82,5,0.0,300.0,4.0,1.0,9999.0,,
3,89,82,5,0.0,300.0,4.0,1.0,840.0,,
2,41,53,5,0.0,300.0,3.0,1.0,9999.0,,
2,55,40,5,0.0,300.0,1.0,1.0,9999.0,,
3,55,40,5,0.0,300.0,2.0,1.0,720.0,,
3,82,86,5,300.0,600.0,1.0,1.0,840.0,,
2,45,56,5,0.0,300.0,3.0,1.0,9999.0,,
3,45,56,5,0.0,300.0,3.0,1.0,720.0,,
3,65,76,5,300.0,600.0,4.0,1.0,720.0,,
3,43,5,5,0.0,300.0,2.0,1.0,720.0,,
2,89,52,5,300.0,600.0,4.0,1.0,9999.0,,
3,89,52,5,300.0,600.0,2.0,1.0,720.0,,
3,35,34,5,0.0,300.0,4.0,1.0,420.0,,
2,62,47,5,0.0,300.0,2.0,1.0,9999.0,,
2,11,89,5,300.0,600.0,1.0,1.0,9999.0,,
2,10,79,5,300.0,600.0,3.0,1.0,9999.0,,
3,10,79,5,300.0,600.0,4.0,1.0,840.0,,
2,42,53,5,300.0,600.0,2.0,1.0,9999.0,,
3,42,53,5,300.0,600.0,4.0,1.0,840.0,,
2,37,75,5,0.0,300.0,3.0,1.0,9999.0,,
3,42,22,5,300.0,600.0,2.0,1.0,720.0,,
2,86,2,5,180.0,300.0,4.0,1.0,9999.0,,
3,86,2,5,180.0,300.0,4.0,1.0,720.0,,
3,83,13,5,60.0,180.0,1.0,1.0,420.0,,
2,14,80,5,300.0,600.0,3.0,1.0,9999.0,,
2,59,13,5,180.0,300.0,1.0,1.0,9999.0,,
2,63,87,5,300.0,600.0,3.0,1.0,9999.0,,
2,87,0,5,300.0,600.0,4.0,1.0,9999.0,,
3,90,35,5,300.0,600.0,4.0,1.0,840.0,,
3,94,26,5,420.0,540.0,3.0,1.0,840.0,,
2,80,24,5,0.0,300.0,1.0,1.0,9999.0,,
3,80,24,5,0.0,300.0,1.0,1.0,840.0,,
3,76,6,5,300.0,600.0,4.0,1.0,840.0,,
2,12,27,5,300.0,600.0,1.0,1.0,9999.0,,
2,45,61,5,300.0,600.0,2.0,1.0,9999.0,,
3,79,4,5,300.0,600.0,2.0,1.0,840.0,,
2,36,83,5,300.0,600.0,2.0,1.0,9999.0,,
3,36,83,5,300.0,600.0,2.0,1.0,840.0,,
3,51,79,5,300.0,600.0,4.0,1.0,840.0,,
2,72,87,5,180.0,300.0,4.0,1.0,9999.0,,
2,86,33,5,0.0,300.0,1.0,1.0,9999.0,,
2,79,19,5,60.0,180.0,3.0,1.0,9999.0,,
2,45,31,5,0.0,300.0,3.0,1.0,9999.0,,
3,45,31,5,0.0,300.0,3.0,1.0,420.0,,
2,89,21,5,0.0,300.0,2.0,1.0,9999.0,,
3,89,21,5,0.0,300.0,2.0,1.0,720.0,,
