Type,X,Y,Service Time ,Early,Latest,Demand,Origin/Dest,Deadline,FE Cap,SE Cap
0,50,100,0,,,,,,75,10
1,76,24,15,,,,,,,
1,32,35,15,,,,,,,
1,37,63,15,,,,,,,
1,43,34,15,,,,,,,
1,31,23,15,,,,,,,
1,61,80,15,,,,,,,
1,31,77,15,,,,,,,
1,70,36,15,,,,,,,
2,97,47,5,300.0,600.0,3.0,1.0,9999.0,,
2,85,62,5,300.0,600.0,2.0,1.0,9999.0,,
3,85,62,5,300.0,600.0,3.0,1.0,840.0,,
2,17,59,5,0.0,300.0,1.0,1.0,9999.0,,
2,55,28,5,300.0,420.0,2.0,1.0,9999.0,,
2,23,0,5,0.0,300.0,4.0,1.0,9999.0,,
2,18,25,5,0.0,300.0,1.0,1.0,9999.0,,
3,18,25,5,0.0,300.0,2.0,1.0,720.0,,
2,10,64,5,300.0,600.0,1.0,1.0,9999.0,,
2,75,57,5,0.0,300.0,2.0,1.0,9999.0,,
3,99,87,5,0.0,300.0,3.0,1.0,480.0,,
2,93,1,5,0.0,300.0,3.0,1.0,9999.0,,
2,6,2,5,300.0,600.0,2.0,1.0,9999.0,,
2,25,34,5,0.0,300.0,4.0,1.0,9999.0,,
3,25,34,5,0.0,300.0,4.0,1.0,720.0,,
2,51,76,5,0.0,300.0,3.0,1.0,9999.0,,
2,27,65,5,180.0,300.0,4.0,1.0,9999.0,,
3,27,65,5,180.0,300.0,3.0,1.0,840.0,,
3,98,54,5,300.0,600.0,4.0,1.0,720.0,,
2,42,60,5,0.0,300.0,4.0,1.0,9999.0,,
2,89,52,5,420.0,540.0,1.0,1.0,9999.0,,
2,5,67,5,300.0,600.0,4.0,1.0,9999.0,,
2,0,18,5,300.0,420.0,1.0,1.0,9999.0,,
2,4,93,5,300.0,600.0,3.0,1.0,9999.0,,
2,95,63,5,300.0,420.0,1.0,1.0,9999.0,,
2,49,34,5,300.0,600.0,1.0,1.0,9999.0,,
3,49,34,5,300.0,600.0,1.0,1.0,840.0,,
2,12,94,5,0.0,300.0,1.0,1.0,9999.0,,
3,12,94,5,0.0,300.0,1.0,1.0,840.0,,
3,58,34,5,420.0,540.0,1.0,1.0,720.0,,
2,14,54,5,180.0,300.0,4.0,1.0,9999.0,,
3,60,82,5,300.0,600.0,1.0,1.0,840.0,,
2,79,32,5,420.0,540.0,3.0,1.0,9999.0,,
3,79,32,5,420.0,540.0,4.0,1.0,720.0,,
2,43,8,5,60.0,180.0,3.0,1.0,9999.0,,
3,1,44,5,0.0,300.0,2.0,1.0,720.0,,
2,50,59,5,300.0,420.0,2.0,1.0,9999.0,,
3,77,67,5,60.0,180.0,1.0,1.0,480.0,,
3,51,66,5,300.0,600.0,1.0,1.0,840.0,,
2,7,22,5,300.0,420.0,3.0,1.0,9999.0,,
3,7,22,5,300.0,420.0,1.0,1.0,840.0,,
2,39,55,5,300.0,600.0,4.0,1.0,9999.0,,
3,39,55,5,300.0,600.0,3.0,1.0,840.0,,
2,4,4,5,60.0,180.0,3.0,1.0,9999.0,,
3,4,4,5,60.0,180.0,2.0,1.0,420.0,,
2,82,53,5,300.0,600.0,2.0,1.0,9999.0,,
3,82,53,5,300.0,600.0,1.0,1.0,720.0,,
3,53,51,5,420.0,540.0,4.0,1.0,720.0,,
3,5,89,5,300.0,600.0,4.0,1.0,840.0,,
3,86,71,5,0.0,300.0,4.0,1.0,480.0,,
2,53,25,5,300.0,600.0,2.0,1.0,9999.0,,
2,79,50,5,60.0,180.0,4.0,1.0,9999.0,,
3,79,50,5,60.0,180.0,3.0,1.0,480.0,,
2,31,27,5,0.0,300.0,1.0,1.0,9999.0,,
2,22,88,5,300.0,600.0,4.0,1.0,9999.0,,
2,51,94,5,0.0,300.0,1.0,1.0,9999.0,,
3,44,9,5,180.0,300.0,2.0,1.0,480.0,,
2,6,28,5,300.0,600.0,2.0,1.0,9999.0,,
2,61,70,5,300.0,420.0,4.0,1.0,9999.0,,
2,88,75,5,300.0,600.0,3.0,1.0,9999.0,,
3,13,47,5,0.0,300.0,4.0,1.0,720.0,,
2,97,85,5,300.0,600.0,1.0,1.0,9999.0,,
