Type,X,Y,Service Time ,Early,Latest,Demand,Origin/Dest,Deadline,FE Cap,SE Cap
0,50,100,0,,,,,,75.0,10.0
1,44,64,15,,,,,,,
1,56,26,15,,,,,,,
1,69,42,15,,,,,,,
1,27,52,15,,,,,,,
2,65,0,5,300.0,600.0,3.0,1.0,9999.0,,
3,75,89,5,300.0,420.0,4.0,1.0,720.0,,
2,76,2,5,300.0,600.0,2.0,1.0,9999.0,,
3,76,2,5,300.0,600.0,1.0,1.0,720.0,,
3,23,17,5,0.0,300.0,2.0,1.0,420.0,,
2,6,91,5,0.0,300.0,4.0,1.0,9999.0,,
3,6,91,5,0.0,300.0,3.0,1.0,840.0,,
2,0,25,5,300.0,600.0,2.0,1.0,9999.0,,
3,95,34,5,0.0,300.0,1.0,1.0,420.0,,
3,3,29,5,60.0,180.0,3.0,1.0,480.0,,
2,5,78,5,300.0,600.0,4.0,1.0,9999.0,,
3,2,1,5,300.0,600.0,3.0,1.0,720.0,,
2,46,51,5,0.0,300.0,1.0,1.0,9999.0,,
3,76,86,5,300.0,600.0,3.0,1.0,720.0,,
2,66,80,5,0.0,300.0,1.0,1.0,9999.0,,
2,18,7,5,0.0,300.0,4.0,1.0,9999.0,,
2,64,81,5,180.0,300.0,1.0,1.0,9999.0,,
3,73,56,5,180.0,300.0,4.0,1.0,840.0,,
2,6,54,5,300.0,600.0,4.0,1.0,9999.0,,
2,65,93,5,300.0,600.0,3.0,1.0,9999.0,,
2,69,14,5,60.0,180.0,1.0,1.0,9999.0,,
3,20,14,5,180.0,300.0,1.0,1.0,720.0,,
2,74,97,5,300.0,600.0,3.0,1.0,9999.0,,
2,61,83,5,180.0,300.0,1.0,1.0,9999.0,,
3,61,83,5,180.0,300.0,2.0,1.0,420.0,,
2,44,87,5,0.0,300.0,3.0,1.0,9999.0,,
3,44,87,5,0.0,300.0,3.0,1.0,420.0,,
3,28,73,5,0.0,300.0,3.0,1.0,420.0,,
3,80,95,5,0.0,300.0,2.0,1.0,420.0,,
3,29,57,5,300.0,600.0,2.0,1.0,720.0,,
2,12,21,5,0.0,300.0,1.0,1.0,9999.0,,
2,54,1,5,420.0,540.0,3.0,1.0,9999.0,,
3,54,1,5,420.0,540.0,2.0,1.0,840.0,,
2,47,52,5,300.0,600.0,4.0,1.0,9999.0,,
3,47,52,5,300.0,600.0,1.0,1.0,720.0,,
2,5,90,5,180.0,300.0,4.0,1.0,9999.0,,
3,35,71,5,300.0,600.0,3.0,1.0,720.0,,
3,96,34,5,0.0,300.0,2.0,1.0,840.0,,
2,75,69,5,0.0,300.0,1.0,1.0,9999.0,,
2,25,76,5,300.0,600.0,1.0,1.0,9999.0,,
2,8,26,5,60.0,180.0,2.0,1.0,9999.0,,
3,8,26,5,60.0,180.0,2.0,1.0,480.0,,
2,8,90,5,420.0,540.0,3.0,1.0,9999.0,,
2,7,7,5,0.0,300.0,4.0,1.0,9999.0,,
3,7,7,5,0.0,300.0,3.0,1.0,480.0,,
2,19,78,5,0.0,300.0,4.0,1.0,9999.0,,
2,55,99,5,0.0,300.0,1.0,1.0,9999.0,,
3,55,99,5,0.0,300.0,1.0,1.0,480.0,,
2,45,40,5,300.0,600.0,4.0,1.0,9999.0,,
2,64,81,5,300.0,600.0,2.0,1.0,9999.0,,
3,80,33,5,0.0,300.0,2.0,1.0,480.0,,
3,79,68,5,300.0,600.0,4.0,1.0,720.0,,
2,87,21,5,300.0,600.0,1.0,1.0,9999.0,,
2,93,95,5,300.0,600.0,2.0,1.0,9999.0,,
2,100,18,5,300.0,420.0,2.0,1.0,9999.0,,
2,78,8,5,300.0,600.0,2.0,1.0,9999.0,,
3,78,8,5,300.0,600.0,2.0,1.0,840.0,,
2,64,82,5,300.0,600.0,3.0,1.0,9999.0,,
2,70,67,5,300.0,600.0,3.0,1.0,9999.0,,
2,28,67,5,0.0,300.0,3.0,1.0,9999.0,,
