Type,X,Y,Service Time ,Early,Latest,Demand,Origin/Dest,Deadline,FE Cap,SE Cap
0,50,100,0,,,,,,75,10
1,40,41,15,,,,,,,
1,22,28,15,,,,,,,
1,68,47,15,,,,,,,
1,71,73,15,,,,,,,
1,30,58,15,,,,,,,
1,51,78,15,,,,,,,
1,31,74,15,,,,,,,
1,55,47,15,,,,,,,
2,89,23,5,0.0,300.0,2.0,1.0,9999.0,,
2,84,47,5,300.0,600.0,1.0,1.0,9999.0,,
3,68,85,5,180.0,300.0,4.0,1.0,9999.0,,
2,70,47,5,0.0,300.0,1.0,1.0,9999.0,,
2,24,56,5,300.0,600.0,1.0,1.0,9999.0,,
2,80,19,5,300.0,420.0,4.0,1.0,9999.0,,
2,23,66,5,300.0,600.0,1.0,1.0,9999.0,,
3,23,66,5,300.0,600.0,1.0,1.0,9999.0,,
2,13,6,5,0.0,300.0,2.0,1.0,9999.0,,
2,85,39,5,300.0,600.0,3.0,1.0,9999.0,,
2,67,47,5,0.0,300.0,1.0,1.0,9999.0,,
3,19,34,5,180.0,300.0,3.0,1.0,9999.0,,
2,92,45,5,60.0,180.0,2.0,1.0,9999.0,,
3,92,45,5,60.0,180.0,4.0,1.0,9999.0,,
2,28,17,5,0.0,300.0,3.0,1.0,9999.0,,
2,85,22,5,0.0,300.0,1.0,1.0,9999.0,,
3,85,22,5,0.0,300.0,4.0,1.0,9999.0,,
2,52,39,5,300.0,600.0,3.0,1.0,9999.0,,
3,52,39,5,300.0,600.0,1.0,1.0,9999.0,,
2,50,9,5,300.0,600.0,4.0,1.0,9999.0,,
3,50,9,5,300.0,600.0,2.0,1.0,9999.0,,
2,85,12,5,0.0,300.0,3.0,1.0,9999.0,,
3,85,12,5,0.0,300.0,2.0,1.0,9999.0,,
2,96,15,5,0.0,300.0,2.0,1.0,9999.0,,
2,95,84,5,420.0,540.0,3.0,1.0,9999.0,,
3,95,84,5,420.0,540.0,1.0,1.0,9999.0,,
2,53,64,5,0.0,300.0,4.0,1.0,9999.0,,
2,50,81,5,60.0,180.0,2.0,1.0,9999.0,,
3,50,81,5,60.0,180.0,3.0,1.0,9999.0,,
2,34,67,5,0.0,300.0,1.0,1.0,9999.0,,
3,34,67,5,0.0,300.0,4.0,1.0,9999.0,,
2,40,21,5,0.0,300.0,4.0,1.0,9999.0,,
3,41,92,5,0.0,300.0,2.0,1.0,9999.0,,
3,8,39,5,0.0,300.0,2.0,1.0,9999.0,,
2,29,20,5,0.0,300.0,3.0,1.0,9999.0,,
2,32,92,5,60.0,180.0,3.0,1.0,9999.0,,
3,32,92,5,60.0,180.0,4.0,1.0,9999.0,,
2,7,65,5,0.0,300.0,2.0,1.0,9999.0,,
3,7,65,5,0.0,300.0,3.0,1.0,9999.0,,
2,100,91,5,300.0,420.0,3.0,1.0,9999.0,,
2,50,0,5,300.0,420.0,4.0,1.0,9999.0,,
3,50,0,5,300.0,420.0,3.0,1.0,9999.0,,
2,51,39,5,0.0,300.0,4.0,1.0,9999.0,,
2,98,17,5,180.0,300.0,3.0,1.0,9999.0,,
3,98,17,5,180.0,300.0,1.0,1.0,9999.0,,
2,34,64,5,300.0,600.0,4.0,1.0,9999.0,,
2,38,66,5,0.0,300.0,4.0,1.0,9999.0,,
3,38,66,5,0.0,300.0,1.0,1.0,9999.0,,
3,81,64,5,300.0,600.0,1.0,1.0,9999.0,,
2,74,90,5,60.0,180.0,3.0,1.0,9999.0,,
3,74,90,5,60.0,180.0,4.0,1.0,9999.0,,
2,64,91,5,300.0,600.0,3.0,1.0,9999.0,,
2,35,38,5,0.0,300.0,4.0,1.0,9999.0,,
2,29,54,5,300.0,420.0,1.0,1.0,9999.0,,
2,5,32,5,60.0,180.0,2.0,1.0,9999.0,,
3,5,32,5,60.0,180.0,4.0,1.0,9999.0,,
2,8,79,5,300.0,600.0,2.0,1.0,9999.0,,
2,28,2,5,300.0,600.0,1.0,1.0,9999.0,,
2,30,83,5,420.0,540.0,4.0,1.0,9999.0,,
3,32,84,5,60.0,180.0,3.0,1.0,9999.0,,
2,97,77,5,300.0,420.0,3.0,1.0,9999.0,,
3,12,32,5,180.0,300.0,3.0,1.0,9999.0,,
3,66,23,5,420.0,540.0,2.0,1.0,9999.0,,
2,57,97,5,300.0,600.0,1.0,1.0,9999.0,,
3,6,38,5,420.0,540.0,3.0,1.0,9999.0,,
2,84,2,5,300.0,420.0,2.0,1.0,9999.0,,
