StringID   Type       x          y          demand     DeliveryDemand  PickupDemand  DivisionRate ReadyTime  DueDate    ServiceTime
D0         d          50.0       150.0      0.0        0.0             0.0           0.0          0.0        9999.0     0.0         
S0         s          25.0       25.0       0.0        0.0             0.0           0.0          0.0        9999.0     0.0         
S1         s          50.0       25.0       0.0        0.0             0.0           0.0          0.0        9999.0     0.0         
S2         s          75.0       25.0       0.0        0.0             0.0           0.0          0.0        9999.0     0.0         
S3         s          25.0       50.0       0.0        0.0             0.0           0.0          0.0        9999.0     0.0         
S4         s          75.0       50.0       0.0        0.0             0.0           0.0          0.0        9999.0     0.0         
S5         s          25.0       75.0       0.0        0.0             0.0           0.0          0.0        9999.0     0.0         
S6         s          50.0       75.0       0.0        0.0             0.0           0.0          0.0        9999.0     0.0         
S7         s          75.0       75.0       0.0        0.0             0.0           0.0          0.0        9999.0     0.0         
F_sS0      f          25.0       25.0       0.0        0.0             0.0           0.0          0.0        9999.0     0.0         
F_sS1      f          50.0       25.0       0.0        0.0             0.0           0.0          0.0        9999.0     0.0         
F_sS2      f          75.0       25.0       0.0        0.0             0.0           0.0          0.0        9999.0     0.0         
F_sS3      f          25.0       50.0       0.0        0.0             0.0           0.0          0.0        9999.0     0.0         
F_sS4      f          75.0       50.0       0.0        0.0             0.0           0.0          0.0        9999.0     0.0         
F_sS5      f          25.0       75.0       0.0        0.0             0.0           0.0          0.0        9999.0     0.0         
F_sS6      f          50.0       75.0       0.0        0.0             0.0           0.0          0.0        9999.0     0.0         
F_sS7      f          75.0       75.0       0.0        0.0             0.0           0.0          0.0        9999.0     0.0         
F0         f          26.0       68.0       0.0        0.0             0.0           0.0          0.0        9999.0     0.0         
F1         f          30.0       36.0       0.0        0.0             0.0           0.0          0.0        9999.0     0.0         
F2         f          44.0       71.0       0.0        0.0             0.0           0.0          0.0        9999.0     0.0         
F3         f          90.0       54.0       0.0        0.0             0.0           0.0          0.0        9999.0     0.0         
F4         f          28.0       58.0       0.0        0.0             0.0           0.0          0.0        9999.0     0.0         
F5         f          57.0       70.0       0.0        0.0             0.0           0.0          0.0        9999.0     0.0         
F6         f          40.0       96.0       0.0        0.0             0.0           0.0          0.0        9999.0     0.0         
F7         f          56.0       54.0       0.0        0.0             0.0           0.0          0.0        9999.0     0.0         
F8         f          0.0        41.0       0.0        0.0             0.0           0.0          0.0        9999.0     0.0         
F9         f          34.0       63.0       0.0        0.0             0.0           0.0          0.0        9999.0     0.0         
F10        f          57.0       39.0       0.0        0.0             0.0           0.0          0.0        9999.0     0.0         
F11        f          34.0       11.0       0.0        0.0             0.0           0.0          0.0        9999.0     0.0         
F12        f          0.0        75.0       0.0        0.0             0.0           0.0          0.0        9999.0     0.0         
F13        f          7.0        22.0       0.0        0.0             0.0           0.0          0.0        9999.0     0.0         
F14        f          67.0       41.0       0.0        0.0             0.0           0.0          0.0        9999.0     0.0         
F15        f          11.0       16.0       0.0        0.0             0.0           0.0          0.0        9999.0     0.0         
F16        f          40.0       47.0       0.0        0.0             0.0           0.0          0.0        9999.0     0.0         
F17        f          64.0       79.0       0.0        0.0             0.0           0.0          0.0        9999.0     0.0         
F18        f          56.0       53.0       0.0        0.0             0.0           0.0          0.0        9999.0     0.0         
F19        f          44.0       19.0       0.0        0.0             0.0           0.0          0.0        9999.0     0.0         
F20        f          32.0       96.0       0.0        0.0             0.0           0.0          0.0        9999.0     0.0         
C0         c          31.0       43.0       8.0        2.0             6.0           20.0         260.0      592.0      10.0        
C1         c          10.0       23.0       6.0        3.0             3.0           30.0         603.0      915.0      10.0        
C2         c          36.0       47.0       17.0       4.0             13.0          25.0         347.0      675.0      10.0        
C3         c          48.0       39.0       15.0       3.0             12.0          45.0         698.0      710.0      10.0        
C4         c          60.0       78.0       28.0       6.0             22.0          20.0         236.0      853.0      10.0        
C5         c          87.0       34.0       15.0       9.0             6.0           35.0         295.0      402.0      10.0        
C6         c          60.0       83.0       18.0       5.0             13.0          20.0         669.0      735.0      10.0        
C7         c          58.0       65.0       16.0       2.0             14.0          20.0         549.0      697.0      10.0        
C8         c          37.0       46.0       15.0       3.0             12.0          30.0         636.0      819.0      10.0        
C9         c          16.0       73.0       27.0       21.0            6.0           35.0         496.0      511.0      10.0        
C10        c          36.0       34.0       8.0        0.0             8.0           40.0         305.0      618.0      10.0        
C11        c          15.0       23.0       12.0       4.0             8.0           40.0         865.0      944.0      10.0        
C12        c          22.0       80.0       38.0       28.0            10.0          45.0         303.0      687.0      10.0        
C13        c          58.0       49.0       23.0       4.0             19.0          35.0         185.0      426.0      10.0        
C14        c          8.0        70.0       27.0       24.0            3.0           35.0         140.0      965.0      10.0        
C15        c          5.0        51.0       32.0       29.0            3.0           45.0         392.0      621.0      10.0        
C16        c          29.0       33.0       11.0       1.0             10.0          40.0         246.0      517.0      10.0        
C17        c          32.0       8.0        13.0       10.0            3.0           40.0         349.0      575.0      10.0        
C18        c          38.0       2.0        7.0        7.0             0.0           30.0         656.0      1032.0     10.0        
C19        c          17.0       18.0       8.0        0.0             8.0           35.0         484.0      522.0      10.0        
C20        c          28.0       65.0       29.0       17.0            12.0          35.0         196.0      509.0      10.0        
C21        c          92.0       35.0       28.0       17.0            11.0          35.0         831.0      848.0      10.0        
C22        c          45.0       9.0        24.0       19.0            5.0           50.0         578.0      689.0      10.0        
C23        c          54.0       27.0       27.0       13.0            14.0          20.0         287.0      543.0      10.0        
C24        c          19.0       22.0       9.0        1.0             8.0           35.0         478.0      540.0      10.0        
C25        c          62.0       51.0       29.0       5.0             24.0          25.0         131.0      248.0      10.0        
C26        c          58.0       28.0       26.0       13.0            13.0          30.0         332.0      567.0      10.0        
C27        c          57.0       80.0       24.0       7.0             17.0          40.0         527.0      746.0      10.0        
C28        c          25.0       86.0       23.0       16.0            7.0           30.0         650.0      912.0      10.0        
C29        c          38.0       11.0       19.0       13.0            6.0           35.0         324.0      925.0      10.0        
C30        c          36.0       4.0        17.0       15.0            2.0           25.0         374.0      758.0      10.0        
C31        c          17.0       81.0       39.0       31.0            8.0           30.0         569.0      824.0      10.0        
C32        c          3.0        37.0       15.0       14.0            1.0           40.0         229.0      915.0      10.0        
C33        c          20.0       86.0       8.0        6.0             2.0           25.0         274.0      785.0      10.0        
C34        c          55.0       49.0       24.0       3.0             21.0          35.0         415.0      540.0      10.0        
C35        c          40.0       6.0        31.0       26.0            5.0           20.0         204.0      880.0      10.0        
C36        c          89.0       30.0       26.0       17.0            9.0           30.0         769.0      869.0      10.0        
C37        c          59.0       41.0       39.0       12.0            27.0          20.0         813.0      912.0      10.0        
C38        c          59.0       76.0       15.0       3.0             12.0          35.0         188.0      672.0      10.0        
C39        c          12.0       74.0       2.0        2.0             0.0           30.0         434.0      606.0      10.0        
C40        c          2.0        43.0       31.0       30.0            1.0           40.0         297.0      1005.0     10.0        
C41        c          58.0       95.0       18.0       7.0             11.0          30.0         246.0      430.0      10.0        
