Type,X,Y,Service Time ,Early,Latest,Demand,Origin/Dest,Deadline,FE Cap,SE Cap
0,50,100,0,,,,,,75,10
1,22,56,15,,,,,,,
1,41,35,15,,,,,,,
1,59,21,15,,,,,,,
1,37,79,15,,,,,,,
2,100,48,5,420.0,540.0,3.0,1.0,9999.0,,
3,100,48,5,420.0,540.0,4.0,1.0,720.0,,
2,91,4,5,300.0,420.0,3.0,1.0,9999.0,,
2,0,33,5,180.0,300.0,1.0,1.0,9999.0,,
2,30,81,5,300.0,600.0,3.0,1.0,9999.0,,
3,30,81,5,300.0,600.0,3.0,1.0,840.0,,
2,85,19,5,180.0,300.0,1.0,1.0,9999.0,,
2,30,98,5,0.0,300.0,4.0,1.0,9999.0,,
2,76,48,5,420.0,540.0,4.0,1.0,9999.0,,
2,71,15,5,300.0,600.0,3.0,1.0,9999.0,,
2,49,78,5,0.0,300.0,2.0,1.0,9999.0,,
2,93,82,5,60.0,180.0,3.0,1.0,9999.0,,
3,72,90,5,180.0,300.0,4.0,1.0,480.0,,
2,16,12,5,300.0,600.0,3.0,1.0,9999.0,,
3,16,12,5,300.0,600.0,2.0,1.0,840.0,,
2,34,61,5,300.0,600.0,3.0,1.0,9999.0,,
3,34,61,5,300.0,600.0,4.0,1.0,840.0,,
3,6,70,5,300.0,600.0,3.0,1.0,840.0,,
2,86,63,5,300.0,600.0,3.0,1.0,9999.0,,
2,85,0,5,300.0,600.0,1.0,1.0,9999.0,,
2,92,67,5,0.0,300.0,2.0,1.0,9999.0,,
3,92,67,5,0.0,300.0,4.0,1.0,480.0,,
3,8,50,5,0.0,300.0,2.0,1.0,480.0,,
2,29,20,5,300.0,600.0,1.0,1.0,9999.0,,
3,29,20,5,300.0,600.0,2.0,1.0,720.0,,
2,72,42,5,300.0,600.0,1.0,1.0,9999.0,,
2,44,99,5,180.0,300.0,1.0,1.0,9999.0,,
2,67,81,5,60.0,180.0,1.0,1.0,9999.0,,
2,38,11,5,300.0,600.0,1.0,1.0,9999.0,,
2,52,42,5,0.0,300.0,1.0,1.0,9999.0,,
2,74,24,5,300.0,600.0,1.0,1.0,9999.0,,
3,74,24,5,300.0,600.0,2.0,1.0,720.0,,
2,98,44,5,300.0,600.0,4.0,1.0,9999.0,,
3,98,44,5,300.0,600.0,2.0,1.0,840.0,,
3,87,49,5,0.0,300.0,4.0,1.0,720.0,,
3,21,93,5,60.0,180.0,1.0,1.0,420.0,,
2,21,8,5,0.0,300.0,4.0,1.0,9999.0,,
3,21,8,5,0.0,300.0,2.0,1.0,420.0,,
3,91,46,5,300.0,600.0,2.0,1.0,720.0,,
2,60,73,5,0.0,300.0,1.0,1.0,9999.0,,
2,63,2,5,300.0,600.0,2.0,1.0,9999.0,,
