Type,X,Y,Service Time ,Early,Latest,Demand,Origin/Dest,Deadline,FE Cap,SE Cap
0,50,100,0,,,,,,75.0,10.0
1,70,45,15,,,,,,,
1,37,71,15,,,,,,,
1,80,41,15,,,,,,,
1,41,36,15,,,,,,,
1,79,67,15,,,,,,,
1,72,59,15,,,,,,,
1,57,42,15,,,,,,,
1,67,22,15,,,,,,,
2,36,15,5,300.0,600.0,2.0,1.0,9999.0,,
2,47,4,5,0.0,300.0,2.0,1.0,9999.0,,
3,47,4,5,0.0,300.0,3.0,1.0,480.0,,
3,46,13,5,300.0,600.0,1.0,1.0,840.0,,
2,100,11,5,60.0,180.0,4.0,1.0,9999.0,,
2,3,49,5,300.0,600.0,2.0,1.0,9999.0,,
3,3,49,5,300.0,600.0,3.0,1.0,840.0,,
2,89,3,5,180.0,300.0,4.0,1.0,9999.0,,
2,72,16,5,0.0,300.0,3.0,1.0,9999.0,,
2,60,78,5,300.0,600.0,1.0,1.0,9999.0,,
2,40,99,5,0.0,300.0,1.0,1.0,9999.0,,
3,40,99,5,0.0,300.0,1.0,1.0,420.0,,
3,79,39,5,0.0,300.0,3.0,1.0,420.0,,
2,14,4,5,300.0,600.0,3.0,1.0,9999.0,,
2,23,68,5,300.0,600.0,4.0,1.0,9999.0,,
3,23,68,5,300.0,600.0,4.0,1.0,720.0,,
2,12,100,5,60.0,180.0,2.0,1.0,9999.0,,
3,12,100,5,60.0,180.0,1.0,1.0,600.0,,
3,22,45,5,0.0,300.0,3.0,1.0,480.0,,
2,69,99,5,0.0,300.0,4.0,1.0,9999.0,,
3,69,99,5,0.0,300.0,2.0,1.0,720.0,,
2,39,88,5,180.0,300.0,1.0,1.0,9999.0,,
3,39,88,5,180.0,300.0,1.0,1.0,840.0,,
3,11,38,5,180.0,300.0,1.0,1.0,420.0,,
2,3,88,5,420.0,540.0,4.0,1.0,9999.0,,
3,3,88,5,420.0,540.0,3.0,1.0,720.0,,
2,39,86,5,0.0,300.0,3.0,1.0,9999.0,,
3,16,39,5,0.0,300.0,1.0,1.0,420.0,,
2,30,60,5,300.0,420.0,2.0,1.0,9999.0,,
2,61,4,5,0.0,300.0,1.0,1.0,9999.0,,
2,33,95,5,300.0,600.0,1.0,1.0,9999.0,,
2,50,25,5,300.0,420.0,2.0,1.0,9999.0,,
3,50,25,5,300.0,420.0,4.0,1.0,720.0,,
2,60,70,5,420.0,540.0,1.0,1.0,9999.0,,
2,96,30,5,420.0,540.0,3.0,1.0,9999.0,,
2,84,66,5,180.0,300.0,3.0,1.0,9999.0,,
2,78,89,5,60.0,180.0,3.0,1.0,9999.0,,
2,40,96,5,420.0,540.0,1.0,1.0,9999.0,,
2,11,12,5,300.0,600.0,3.0,1.0,9999.0,,
3,40,8,5,0.0,300.0,1.0,1.0,420.0,,
2,4,24,5,300.0,600.0,3.0,1.0,9999.0,,
2,66,16,5,300.0,600.0,3.0,1.0,9999.0,,
2,42,1,5,300.0,420.0,4.0,1.0,9999.0,,
2,91,39,5,300.0,600.0,4.0,1.0,9999.0,,
2,65,29,5,300.0,420.0,1.0,1.0,9999.0,,
3,65,29,5,300.0,420.0,1.0,1.0,840.0,,
3,68,10,5,0.0,300.0,3.0,1.0,480.0,,
2,2,39,5,0.0,300.0,2.0,1.0,9999.0,,
2,56,27,5,180.0,300.0,4.0,1.0,9999.0,,
3,96,66,5,300.0,600.0,3.0,1.0,720.0,,
2,40,82,5,0.0,300.0,1.0,1.0,9999.0,,
3,58,87,5,180.0,300.0,2.0,1.0,480.0,,
2,32,78,5,60.0,180.0,1.0,1.0,9999.0,,
3,32,78,5,60.0,180.0,4.0,1.0,720.0,,
2,20,78,5,180.0,300.0,3.0,1.0,9999.0,,
2,84,12,5,180.0,300.0,2.0,1.0,9999.0,,
3,84,12,5,180.0,300.0,1.0,1.0,480.0,,
2,64,73,5,300.0,600.0,3.0,1.0,9999.0,,
3,64,73,5,300.0,600.0,4.0,1.0,720.0,,
2,60,14,5,0.0,300.0,3.0,1.0,9999.0,,
3,60,14,5,0.0,300.0,1.0,1.0,480.0,,
3,33,74,5,180.0,300.0,3.0,1.0,480.0,,
3,53,42,5,0.0,300.0,3.0,1.0,420.0,,
2,18,26,5,0.0,300.0,1.0,1.0,9999.0,,
2,26,26,5,60.0,180.0,3.0,1.0,9999.0,,
2,16,43,5,300.0,600.0,2.0,1.0,9999.0,,
2,72,60,5,300.0,600.0,4.0,1.0,9999.0,,
2,26,47,5,180.0,300.0,1.0,1.0,9999.0,,
2,90,82,5,300.0,600.0,1.0,1.0,9999.0,,
3,90,82,5,300.0,600.0,3.0,1.0,840.0,,
3,28,37,5,300.0,600.0,1.0,1.0,720.0,,
3,0,15,5,300.0,420.0,3.0,1.0,720.0,,
2,86,65,5,300.0,420.0,2.0,1.0,9999.0,,
3,29,48,5,60.0,180.0,4.0,1.0,420.0,,
2,30,98,5,300.0,600.0,3.0,1.0,9999.0,,
2,35,29,5,60.0,180.0,3.0,1.0,9999.0,,
3,35,29,5,60.0,180.0,3.0,1.0,420.0,,
2,13,39,5,300.0,600.0,4.0,1.0,9999.0,,
3,13,39,5,300.0,600.0,4.0,1.0,720.0,,
2,80,77,5,300.0,420.0,2.0,1.0,9999.0,,
2,68,25,5,420.0,540.0,2.0,1.0,9999.0,,
3,68,25,5,420.0,540.0,4.0,1.0,840.0,,
2,97,88,5,60.0,180.0,1.0,1.0,9999.0,,
3,97,88,5,60.0,180.0,4.0,1.0,420.0,,
2,29,32,5,300.0,420.0,1.0,1.0,9999.0,,
2,13,97,5,300.0,600.0,4.0,1.0,9999.0,,
3,13,97,5,300.0,600.0,3.0,1.0,840.0,,
2,64,62,5,0.0,300.0,1.0,1.0,9999.0,,
3,64,62,5,0.0,300.0,2.0,1.0,480.0,,
2,18,93,5,300.0,600.0,2.0,1.0,9999.0,,
3,18,93,5,300.0,600.0,1.0,1.0,840.0,,
2,11,2,5,0.0,300.0,2.0,1.0,9999.0,,
3,11,2,5,0.0,300.0,3.0,1.0,480.0,,
2,54,17,5,300.0,600.0,3.0,1.0,9999.0,,
3,54,17,5,300.0,600.0,2.0,1.0,720.0,,
2,18,53,5,300.0,600.0,1.0,1.0,9999.0,,
2,2,83,5,0.0,300.0,4.0,1.0,9999.0,,
2,30,19,5,0.0,300.0,4.0,1.0,9999.0,,
2,46,94,5,300.0,600.0,2.0,1.0,9999.0,,
3,46,94,5,300.0,600.0,4.0,1.0,840.0,,
2,85,1,5,300.0,600.0,4.0,1.0,9999.0,,
3,85,1,5,300.0,600.0,4.0,1.0,840.0,,
3,22,75,5,0.0,300.0,3.0,1.0,420.0,,
2,61,20,5,180.0,300.0,4.0,1.0,9999.0,,
3,61,20,5,180.0,300.0,1.0,1.0,840.0,,
2,13,76,5,300.0,600.0,1.0,1.0,9999.0,,
2,52,30,5,300.0,600.0,1.0,1.0,9999.0,,
3,52,30,5,300.0,600.0,2.0,1.0,840.0,,
2,79,48,5,0.0,300.0,4.0,1.0,9999.0,,
2,5,63,5,0.0,300.0,3.0,1.0,9999.0,,
2,71,39,5,300.0,600.0,2.0,1.0,9999.0,,
3,41,79,5,0.0,300.0,3.0,1.0,420.0,,
3,82,90,5,0.0,300.0,2.0,1.0,480.0,,
2,63,56,5,300.0,600.0,4.0,1.0,9999.0,,
3,63,56,5,300.0,600.0,2.0,1.0,720.0,,
3,56,19,5,0.0,300.0,3.0,1.0,480.0,,
2,41,1,5,300.0,420.0,2.0,1.0,9999.0,,
3,41,1,5,300.0,420.0,3.0,1.0,720.0,,
2,87,71,5,0.0,300.0,3.0,1.0,9999.0,,
2,24,8,5,0.0,300.0,1.0,1.0,9999.0,,
2,23,28,5,420.0,540.0,2.0,1.0,9999.0,,
3,23,28,5,420.0,540.0,3.0,1.0,720.0,,
