Type,X,Y,Service Time ,Early,Latest,Demand,Origin/Dest,Deadline,FE Cap,SE Cap
0,697816,18265,0,,,,,,750,160
1,693585,20866,15,,,,,,,
1,698297,20227,15,,,,,,,
1,705679,20010,15,,,,,,,
1,699837,13928,15,,,,,,,
1,704491,14980,15,,,,,,,
1,703375,20000,15,,,,,,,
1,695425,14433,15,,,,,,,
1,700483,11465,15,,,,,,,
1,697816,18265,15,,,,,,,
3,699885,11351,5,300,420,1,1,780,,
3,697186,10636,5,660,780,1,1,900,,
3,695548,16898,5,60,180,1,1,420,,
3,704449,18787,5,480,780,5,1,780,,
3,703718,17875,5,60,180,1,1,540,,
3,703733,17877,5,60,180,1,1,540,,
3,703733,17877,5,60,180,1,1,540,,
3,694809,15300,5,60,180,1,1,540,,
3,703718,17875,5,60,180,1,1,540,,
3,692513,22233,5,60,180,1,1,540,,
3,703733,17877,5,60,180,1,1,540,,
3,702492,15263,5,60,180,1,1,540,,
3,702492,15263,5,60,180,1,1,420,,
3,701970,15429,5,60,180,5,1,420,,
3,699884,11356,5,300,420,3,1,780,,
3,702492,15263,5,60,180,1,1,540,,
3,702492,15263,5,60,180,1,1,540,,
3,702492,15263,5,60,180,1,1,540,,
3,702633,17443,5,60,180,1,1,540,,
3,700549,16809,5,60,180,1,1,420,,
3,704967,19461,5,60,180,1,1,540,,
3,696827,20580,5,540,660,5,1,900,,
3,692282,23463,5,660,780,1,1,900,,
3,702620,20819,5,120,420,20,1,900,,
3,694548,22915,5,180,300,2,1,420,,
3,702946,17079,5,60,180,1,1,780,,
3,694548,22915,5,180,300,1,1,420,,
3,702946,17079,5,60,180,1,1,780,,
3,694548,22915,5,180,300,2,1,420,,
3,694548,22915,5,180,300,2,1,420,,
3,698405,17336,5,180,300,3,1,540,,
3,703893,17129,5,120,420,10,1,540,,
3,699124,18449,5,60,180,1,1,540,,
3,703893,17129,5,120,420,10,1,540,,
3,695548,16898,5,60,180,1,1,780,,
3,698136,19813,5,300,420,1,1,900,,
3,700313,22094,5,60,180,1,1,540,,
3,696566,15586,5,60,180,1,1,780,,
3,692842,21924,5,60,180,2,1,780,,
3,700499,11185,5,60,180,3,1,540,,
3,698309,22097,5,60,180,1,1,540,,
3,696566,15586,5,60,180,2,1,540,,
3,700499,11185,5,60,180,4,1,540,,
3,692284,16802,5,300,420,1,1,540,,
3,705840,19606,5,60,180,5,1,540,,
3,700834,17850,5,60,180,1,1,420,,
3,689315,19695,5,60,180,5,1,540,,
3,705146,20780,5,60,180,1,1,540,,
3,689585,21632,5,60,180,1,1,540,,
3,695986,19829,5,60,180,1,1,780,,
3,694808,17467,5,60,180,1,1,540,,
3,692438,18921,5,60,180,1,1,540,,
3,700750,12251,5,60,180,1,1,780,,
3,696498,15466,5,60,180,1,1,420,,
3,696707,17367,5,60,180,2,1,420,,
3,700541,20531,5,60,180,1,1,540,,
3,705240,16555,5,60,180,1,1,540,,
3,698803,16093,5,60,180,1,1,420,,
3,698252,9199,5,60,180,1,1,540,,
3,701363,14355,5,180,300,3,1,780,,
3,703705,21417,5,60,180,3,1,540,,
3,696566,15586,5,60,180,2,1,540,,
3,697874,22016,5,60,180,2,1,540,,
3,694212,23073,5,60,180,1,1,540,,
3,704119,20242,5,60,180,2,1,540,,
3,693944,9392,5,60,180,1,1,540,,
3,693944,9392,5,60,180,1,1,540,,
3,693944,9392,5,60,180,1,1,540,,
3,693944,9392,5,60,180,1,1,540,,
3,693944,9392,5,60,180,1,1,540,,
3,697006,17688,5,180,300,1,1,540,,
3,698825,16121,5,60,180,1,1,420,,
3,694250,19124,5,60,180,1,1,540,,
3,705283,12849,5,60,180,1,1,540,,
3,693172,19457,5,60,180,1,1,540,,
3,703166,17262,5,60,180,1,1,540,,
3,703166,17262,5,60,180,1,1,540,,
3,703166,17262,5,60,180,1,1,540,,
