StringID   Type       x          y          demand     DeliveryDemand  PickupDemand  DivisionRate ReadyTime  DueDate    ServiceTime
D0         d          50.0       150.0      0.0        0.0        0.0        0.0        0.0        9999.0     0.0       
S0         s          25.0       25.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0       
S1         s          50.0       25.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0       
S2         s          75.0       25.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0       
S3         s          25.0       50.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0       
S4         s          75.0       50.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0       
S5         s          25.0       75.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0       
S6         s          50.0       75.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0       
S7         s          75.0       75.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0       
F_sS0      f          25.0       25.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0       
F_sS1      f          50.0       25.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0       
F_sS2      f          75.0       25.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0       
F_sS3      f          25.0       50.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0       
F_sS4      f          75.0       50.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0       
F_sS5      f          25.0       75.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0       
F_sS6      f          50.0       75.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0       
F_sS7      f          75.0       75.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0       
F0         f          72.0       60.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0       
F1         f          84.0       69.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0       
F2         f          67.0       43.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0       
F3         f          32.0       16.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0       
F4         f          18.0       27.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0       
F5         f          82.0       76.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0       
F6         f          68.0       57.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0       
F7         f          0.0        49.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0       
F8         f          27.0       55.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0       
F9         f          52.0       26.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0       
F10        f          73.0       24.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0       
F11        f          47.0       51.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0       
F12        f          24.0       63.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0       
F13        f          27.0       79.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0       
F14        f          48.0       73.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0       
F15        f          0.0        53.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0       
F16        f          51.0       66.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0       
F17        f          54.0       79.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0       
F18        f          12.0       85.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0       
F19        f          67.0       56.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0       
F20        f          28.0       52.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0       
C0         c          83.0       35.0       22.0       9.0        13.0       25.0       168.0      1028.0     90.0      
C1         c          48.0       31.0       35.0       23.0       12.0       50.0       345.0      879.0      90.0      
C2         c          89.0       30.0       10.0       3.0        7.0        30.0       250.0      1153.0     90.0      
C3         c          67.0       52.0       11.0       9.0        2.0        40.0       458.0      575.0      90.0      
C4         c          64.0       57.0       29.0       26.0       3.0        30.0       578.0      729.0      90.0      
C5         c          50.0       35.0       23.0       16.0       7.0        40.0       120.0      1217.0     90.0      
C6         c          22.0       75.0       10.0       3.0        7.0        45.0       515.0      630.0      90.0      
C7         c          46.0       65.0       37.0       26.0       11.0       40.0       190.0      248.0      90.0      
C8         c          55.0       80.0       19.0       13.0       6.0        45.0       257.0      1054.0     90.0      
C9         c          28.0       34.0       26.0       21.0       5.0        40.0       113.0      231.0      90.0      
C10        c          74.0       80.0       10.0       9.0        1.0        35.0       350.0      836.0      90.0      
C11        c          62.0       86.0       10.0       7.0        3.0        25.0       205.0      226.0      90.0      
C12        c          72.0       53.0       33.0       24.0       9.0        40.0       624.0      810.0      90.0      
C13        c          3.0        40.0       10.0       1.0        9.0        30.0       674.0      692.0      90.0      
C14        c          87.0       36.0       10.0       4.0        6.0        25.0       381.0      435.0      90.0      
C15        c          28.0       54.0       15.0       8.0        7.0        45.0       532.0      1073.0     90.0      
C16        c          32.0       32.0       23.0       23.0       0.0        45.0       315.0      862.0      90.0      
C17        c          59.0       54.0       23.0       21.0       2.0        20.0       857.0      1083.0     90.0      
C18        c          40.0       14.0       11.0       4.0        7.0        35.0       471.0      622.0      90.0      
C19        c          24.0       32.0       10.0       8.0        2.0        35.0       1118.0     1209.0     90.0      
C20        c          25.0       52.0       12.0       6.0        6.0        45.0       556.0      787.0      90.0      
C21        c          21.0       55.0       27.0       10.0       17.0       45.0       419.0      1089.0     90.0      
C22        c          30.0       31.0       25.0       24.0       1.0        35.0       122.0      1093.0     90.0      
C23        c          40.0       9.0        10.0       2.0        8.0        35.0       711.0      977.0      90.0      
C24        c          4.0        43.0       19.0       2.0        17.0       30.0       691.0      774.0      90.0      
C25        c          71.0       79.0       23.0       21.0       2.0        35.0       617.0      631.0      90.0      
C26        c          2.0        40.0       10.0       0.0        10.0       30.0       1048.0     1164.0     90.0      
C27        c          26.0       35.0       10.0       7.0        3.0        35.0       264.0      797.0      90.0      
C28        c          67.0       84.0       10.0       8.0        2.0        50.0       517.0      711.0      90.0      
C29        c          25.0       33.0       21.0       16.0       5.0        25.0       236.0      287.0      90.0      
C30        c          4.0        42.0       10.0       1.0        9.0        35.0       134.0      473.0      90.0      
C31        c          65.0       55.0       27.0       23.0       4.0        35.0       244.0      643.0      90.0      
C32        c          44.0       36.0       19.0       16.0       3.0        45.0       747.0      1122.0     90.0      
C33        c          31.0       30.0       44.0       43.0       1.0        45.0       197.0      303.0      90.0      
C34        c          50.0       30.0       10.0       6.0        4.0        20.0       587.0      708.0      90.0      
C35        c          29.0       31.0       20.0       19.0       1.0        45.0       315.0      1102.0     90.0      
C36        c          93.0       32.0       23.0       8.0        15.0       40.0       188.0      436.0      90.0      
C37        c          47.0       34.0       29.0       21.0       8.0        40.0       610.0      1071.0     90.0      
C38        c          37.0       4.0        10.0       1.0        9.0        35.0       375.0      1103.0     90.0      
C39        c          43.0       16.0       20.0       7.0        13.0       40.0       967.0      1139.0     90.0      
C40        c          50.0       26.0       29.0       15.0       14.0       50.0       644.0      650.0      90.0      
C41        c          41.0       69.0       39.0       23.0       16.0       35.0       536.0      934.0      90.0      
