StringID   Type       x          y          demand     DeliveryDemand  PickupDemand  DivisionRate ReadyTime  DueDate    ServiceTime
D0         d          50.0       150.0      0.0        0.0        0.0        0.0        0.0        9999.0     0.0       
S0         s          25.0       25.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0       
S1         s          50.0       25.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0       
S2         s          75.0       25.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0       
S3         s          25.0       50.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0       
S4         s          75.0       50.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0       
S5         s          25.0       75.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0       
S6         s          50.0       75.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0       
S7         s          75.0       75.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0       
F_sS0      f          25.0       25.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0       
F_sS1      f          50.0       25.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0       
F_sS2      f          75.0       25.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0       
F_sS3      f          25.0       50.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0       
F_sS4      f          75.0       50.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0       
F_sS5      f          25.0       75.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0       
F_sS6      f          50.0       75.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0       
F_sS7      f          75.0       75.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0       
F0         f          20.0       52.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0       
F1         f          75.0       11.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0       
F2         f          67.0       72.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0       
F3         f          66.0       23.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0       
F4         f          50.0       48.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0       
F5         f          73.0       55.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0       
F6         f          75.0       59.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0       
F7         f          35.0       56.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0       
F8         f          52.0       20.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0       
F9         f          55.0       38.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0       
F10        f          3.0        30.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0       
F11        f          53.0       75.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0       
F12        f          13.0       5.0        0.0        0.0        0.0        0.0        0.0        9999.0     0.0       
F13        f          34.0       60.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0       
F14        f          56.0       15.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0       
F15        f          34.0       32.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0       
F16        f          40.0       21.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0       
F17        f          42.0       43.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0       
F18        f          59.0       40.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0       
F19        f          6.0        56.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0       
F20        f          69.0       12.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0       
C0         c          57.0       18.0       5.0        2.0        3.0        35.0       155.0      313.0      10.0      
C1         c          40.0       9.0        31.0       7.0        24.0       25.0       235.0      305.0      10.0      
C2         c          45.0       29.0       17.0       11.0       6.0        35.0       273.0      284.0      10.0      
C3         c          58.0       52.0       23.0       21.0       2.0        30.0       228.0      298.0      10.0      
C4         c          49.0       66.0       17.0       13.0       4.0        50.0       157.0      285.0      10.0      
C5         c          41.0       3.0        16.0       1.0        15.0       40.0       203.0      226.0      10.0      
C6         c          15.0       6.0        4.0        2.0        2.0        20.0       275.0      281.0      10.0      
C7         c          21.0       35.0       29.0       17.0       12.0       35.0       180.0      220.0      10.0      
C8         c          40.0       31.0       18.0       14.0       4.0        35.0       216.0      272.0      10.0      
C9         c          24.0       19.0       6.0        5.0        1.0        20.0       201.0      203.0      10.0      
C10        c          30.0       47.0       20.0       13.0       7.0        40.0       165.0      233.0      10.0      
C11        c          50.0       60.0       11.0       9.0        2.0        30.0       275.0      319.0      10.0      
C12        c          25.0       57.0       27.0       12.0       15.0       45.0       175.0      299.0      10.0      
C13        c          46.0       15.0       13.0       4.0        9.0        30.0       151.0      277.0      10.0      
C14        c          37.0       18.0       21.0       10.0       11.0       50.0       121.0      269.0      10.0      
C15        c          40.0       38.0       5.0        5.0        0.0        20.0       145.0      256.0      10.0      
C16        c          50.0       45.0       10.0       9.0        1.0        25.0       122.0      146.0      10.0      
C17        c          36.0       18.0       29.0       14.0       15.0       20.0       210.0      266.0      10.0      
C18        c          39.0       45.0       15.0       13.0       2.0        30.0       208.0      222.0      10.0      
C19        c          58.0       16.0       4.0        1.0        3.0        30.0       269.0      279.0      10.0      
C20        c          62.0       46.0       18.0       13.0       5.0        40.0       173.0      272.0      10.0      
C21        c          19.0       53.0       13.0       5.0        8.0        50.0       149.0      305.0      10.0      
C22        c          53.0       41.0       5.0        4.0        1.0        30.0       215.0      322.0      10.0      
C23        c          2.0        18.0       20.0       2.0        18.0       40.0       289.0      311.0      10.0      
C24        c          12.0       38.0       15.0       5.0        10.0       25.0       220.0      231.0      10.0      
C25        c          33.0       42.0       10.0       8.0        2.0        45.0       136.0      307.0      10.0      
C26        c          43.0       66.0       5.0        3.0        2.0        45.0       258.0      292.0      10.0      
C27        c          16.0       68.0       12.0       3.0        9.0        35.0       191.0      274.0      10.0      
C28        c          26.0       35.0       27.0       20.0       7.0        45.0       155.0      162.0      10.0      
C29        c          58.0       31.0       19.0       10.0       9.0        25.0       250.0      316.0      10.0      
C30        c          6.0        33.0       14.0       3.0        11.0       50.0       143.0      231.0      10.0      
C31        c          44.0       24.0       26.0       14.0       12.0       45.0       248.0      303.0      10.0      
C32        c          39.0       42.0       15.0       14.0       1.0        20.0       287.0      303.0      10.0      
C33        c          10.0       36.0       11.0       3.0        8.0        35.0       246.0      263.0      10.0      
C34        c          24.0       49.0       12.0       6.0        6.0        35.0       190.0      230.0      10.0      
C35        c          52.0       44.0       1.0        1.0        0.0        45.0       170.0      309.0      10.0      
C36        c          31.0       3.0        15.0       1.0        14.0       45.0       187.0      205.0      10.0      
C37        c          65.0       35.0       28.0       15.0       13.0       40.0       118.0      181.0      10.0      
C38        c          32.0       9.0        12.0       3.0        9.0        20.0       199.0      291.0      10.0      
C39        c          14.0       48.0       1.0        0.0        1.0        20.0       178.0      312.0      10.0      
C40        c          38.0       32.0       1.0        1.0        0.0        30.0       173.0      198.0      10.0      
C41        c          31.0       46.0       1.0        1.0        0.0        50.0       151.0      249.0      10.0      
